Gépcoop cikkszám;  Cikknév;Iron trade;Csavarda;Koelner;Mekrs;Fabory;Ferdinand;Reyher;Hopefix;Fastbolt;Schafer;King;Wasi
0028340S;SF.FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X340;10010008034000005000;10010008034000005000;02374;;;;;;;;;
0028360L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X360;;10013008036000005000;57228;;;;;;;;;
0028360S;SF.FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X360;;10010008036000005000;02375;;;;;;;;;
0028380L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X380;10013008038000005000;10013008038000005000;57229;08555.18.02.080.380;;;;;;;;
0028380S;SF.FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X380;;10010008038000005000;02376;;;;;;;;;
0028400L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X400;10013008040000005000;10013008040000005000;57230;08555.18.02.080.400;;;;;;;;
0028400S;SF.FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X400;;10010008040000005000;02377;;;;;;;;;
0028450L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X450;;;61087;;;;;;;;;
0028500L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X500;;;64324;;;;;;;;;
002850L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X50;10013008005000005000;10013008005000005000;58291;;;;;;;;;
002860L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X60;10013008006000005000;10013008006000005000;58290;08555.18.02.080.060;;;;;;;;
002870L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X70;10013008007000005000;;-;;;;;;;;;
002880L;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X80;10013008008000005000;10013008008000005000;57214;08555.18.02.080.080;;;;;;;;
002880LF;LAPOSFEJŰ FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT FEHÉR 8X80;;;-;;;;;;;;;
002880S;SF.FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 HORGANYZOTT SÁRGA 8X80;;10010008008000005000;02361;08556.18.02.080.080;;;;D7507Z80080C1;;;;
002880SA2;SF.FASZERKEZET ÉPÍTŐ CSAVAR TORX-40 8X80 A2;;;;;;;;;;-;;
0028K;KÚPOS ALÁTÉT TORX SF. FASZERKEZET ÉPÍTŐ CSAVARHOZ  8-AS ( 8.5X25X5 );;;-;;;;;;;;;
0121030100ZNWR;HLF.PEREMES CSAVAR HORGANYZOTT 10X30 CL.100 RIPP;;;;;;;;;;;;
0121030109DCRWR;HLF.PEREMES CSAVAR DACHROMET 10X30 100 VERBUS RIPP;;;;;;;;;;;;
0121030109ZNBW158;HLF.PEREMES CSAVAR BARNA 10X30 10.9 W158;;;;;;;;;;;;
0121040109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M10X40 10.9 MBN 10105;;;;;01055.100.040;;010105103300100040;;;;;
0121210NR;HL.PEREMES ANYA NATÚR M12 10. RIPP;;;;;;;;;;;;
012121510CL;HL.PEREMES ANYA CINKLAMELLÁS M12X1.5 10. MBN 13023;;;;;;;130231300120150;;;;;
0121220109NR;HLF.PEREMES CSAVAR NATÚR 12X20 10.9 (CL.100) RIPP;;;;;;;;;;;;
0121225100CLVR;HLF.PEREMES CSAVAR CINKLAMELLÁS 12X25 CL.100 (10.9) VERBUS RIPP;;;;;;03190807 58;;;;;;
0121230100DPWR;HLF.PEREMES CSAVAR DELTA PROTECT 12X30 100 VERBUS RIPP 03190810-58;;;;;;;;;;;;
0121230100ZNWR;HLF.PEREMES CSAVAR HORGANYZOTT 12X30 CL.100 RIPP;;;;00930.15.01.120.030;04410.120.030;;889131100120030;;;;;
0121230109WRN;HLF.PEREMES CSAVAR NATÚR 12X30 10.9 WERBUS RIPP;;;;;;;;;;;;
0121235109NR;HLF.PEREMES CSAVAR NATÚR 12X35 10.9 (CL.100) RIPP;;;;;;03190823;88913.100.0120.035;;;;;
0121235109NREC;HLF.PEREMES CSAVAR NATÚR 12X35 10.9 RECÉZETT DIN 6921;;;;;;;;;;;;
0121235109ZNR;HLF.PEREMES CSAVAR HORGANYZOTT 12X35 10.9 (CL.100) RIPP;;;;00930.15.01.120.035;;;889131100120035;;;;;
0121240100DCRWR;HLF.PEREMES CSAVAR DACHROMET 12X40 100 VERBUS RIPP;;;;;;;;;;;;
0121250109NR;HLF.PEREMES CSAVAR NATÚR 12X50 10.9 (CL.100) RIPP;;;;;;;;;;;;
0121260109NR;HLF.PEREMES CSAVAR NATÚR 12X60 10.9 (CL.100) RIPP;;;;;;;;;;;;
0121275109NR;HLF.PEREMES CSAVAR NATÚR 12X75 10.9 (CL.100) RIPP;;;;;;;;;;;;
012141510CL;HL.PEREMES ANYA CINKLAMELLÁS M14X1.5 10. MBN 13023;06927014000001011300;;;;;;013023103300140150;;;;;
012141550109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M14X1.5X50 10.9 MBN 10105;06921014005010911300;;;;04138.140.050;;010105103300141050;;;;;
012141550109ZNR;HLF.PEREMES CSAVAR HORGANYZOTT M14X1.5X50 10.9 (CL.100) RIPP;;;;;;;889131150141050;;;;;
012141560109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M14X1.5X60 10.9 MBN 10105;;;;;;;010105103300141060;;;;;
012141560109NR;HLF.PEREMES CSAVAR NATÚR M14X1.5X60 10.9 (CL.100) RIPP;;;;;;;889131050141060;;;;;
012141570109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M14X1.5X70 10.9 MBN 10105;;;;;;;010105103300141070;;;;;
012161510CL;HL.PEREMES ANYA CINKLAMELLÁS M16X1.5 10. MBN 13023;;;;;;;013023103300160150;;;;;
012161550109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M16X1.5X50 10.9 MBN 10105;;;;;04138.160.050;;010105103300161050;;;;;
012161550109NR;HLF.PEREMES CSAVAR NATÚR M16X1.5X50 10.9 (CL.100) RIPP;;;;;;;088913100050161050;;;;;
012161560109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M16X1.5X60 10.9 MBN 10105;;;;;;;010105103300161060;;;;;
012161570109CL;HLF.PEREMES CSAVAR CINKLAMELLÁS M16X1.5X70 10.9 MBN 10105;;;;;;;010105103300160070;;;;;
0121640109DCRWR;HLF.PEREMES CSAVAR DACHROMET 16X40 10.9 VERBUS RIPP;;;;;;;;;;;;
0121640109RZN;HLF.PEREMES CSAVAR HORGANYZOTT 16X40 KL 100 SPERR- RIPP;;;;;;;;;;;;
0121650100FVR;HLF.PEREMES CSAVAR FEKETE 16X50 CL.100 VERBUS RIPP;;;;;;;;;;;;
0121650109NR;HLF.PEREMES CSAVAR NATÚR 16X50 10.9 (CL100) RIPP;;;;;;;;;;;;
0121660109CLR;HLF.PEREMES CSAVAR CINKLAMELLÁS 16X60 10.9 (CL.100) RIPP;;;;;;;889131910160060;;;;;
0121670109NR;HLF.PEREMES CSAVAR NATÚR 16X70 10.9 (CL.100) RIPP;;;;;;;;;;;;
0122060CL100ZN;HLF.PEREMES CSAVAR HORG. 20X60 10.9 (CL.100) RIPP;;;;;;;;;;;;
012512109ZNR;HLF.PEREMES CSAVAR HORGANYZOTT 5X12 10.9 (CL100) RIPP;;;;;;;889338100050012;;;;;
012516100NWR;HLF.PEREMES CSAVAR NATÚR 5X16 CL.100 RIPP;;;;;;;889131000050016;;;;;
012610109ZNRBKNY;BKNY.PEREMES CSAVAR HORGANYZOTT 6X10 10.9 (CL.100) RIPP;;;;;;;889121100060010;;;;;
012610109ZNWR;HLF.PEREMES CSAVAR HORGANYZOTT 6X10 CL.100 RIPP;;;;;;;;;;;;
01261090100TENS;HLF.PEREMES ÖNZÁRÓ CSAVAR HORGANYZOTT 6X10 90/100 TENS.;;;;;;;;;;;;
012612100TENS;HLF.PEREMES CSAVAR HORGANYZOTT 6X12 90/100 TENSILOCK;;;;;;;889338100060012;;;;;
012612109ZNW158;HLF.PEREMES CSAVAR HORGANYZOTT 6X12 10.9 W158;;;;;;;;;;;;
012616100NWR;HLF.PEREMES CSAVAR NATÚR 6X16 CL.100 RIPP;;;;;;;889131000060016;;;;;
01261690100TENS;HLF.PEREMES ÖNZÁRÓ CSAVAR HORGANYZOTT 6X16 90/100 TENS.;;;;;;;;;;;;
01261690100TENSNAT;HLF.PEREMES ÖNZÁRÓ CSAVAR NATÚR 6X16 90/100 TENS.;;;;;;;;;;;;
01262590100TENSN;HLF.PEREMES ÖNZÁRÓ CSAVAR NATÚR 6X25 90/100 TENS.;;;;;;;;;;;;
012810NR;HL.PEREMES ANYA NATÚR M8 10. RIPP;;;;;;;889141000080000;;;;;
012816100TENS;HLF.PEREMES CSAVAR HORGANYZOTT 8X16 90/100 TENSILOCK;;;;;;;889338100080016;;;;;
012816151WZNS;HLF.PEREMES CSAVAR SÁRGA HORGANYZOTT 8X16 151W;;;;;;;;;;;;
012820100TENS;HLF.PEREMES CSAVAR HORGANYZOTT 8X20 90/100 TENSILOCK;;;;;;;;;;;;
012820109ZNB;HLF.PEREMES CSAVAR BARNA 8X20 10.9;;;;;;;;;;;;
015316ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X16;;;;;;;;;;;;
015318ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X18;;;;;;;;;;;;
015320ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X20;;;;;;;;;;;;
015325ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X25;;;;;;;;;;;;
015330ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X30;;;;;;;;;;;;
015335ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X35;;;;;;;;;;;;
015340ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X40;;;;;;;;;;;;
015350ZNS;FAFORGÁCSLAPCSAVAR JETTING 3X50;;;;;;;;;;;;
0153516ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X16;;;;;;;;;;;;
0153518ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X18;;;;;;;;;;;;
0153520ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X20;;;;;;;;;;;;
0153525ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X25;;;;;;;;;;;;
0153530ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X30;;;;;;;;;;;;
0153535ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X35;;;;;;;;;;;;
0153540ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X40;;;;;;;;;;;;
0153545ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X45;;;;;;;;;;;;
0153550ZNS;FAFORGÁCSLAPCSAVAR JETTING 3.5X50;;;;;;;;;;;;
015412ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X12 KIFUTÓ MÉRET;;;;;;;;;;;;
015416ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X16;;;;;;;;;;;;
015418ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X18;;;;;;;;;;;;
015420ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X20;;;;;;;;;;;;
015425ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X25;;;;;;;;;;;;
015430ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X30;;;;;;;;;;;;
015433ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X33;;;;;;;;;;;;
015435ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X35;;;;;;;;;;;;
015440ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X40;;;;;;;;;;;;
015445ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X45;;;;;;;;;;;;
015450ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X50;;;;;;;;;;;;
0154525ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X25;;;;;;;;;;;;
0154530ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X30;;;;;;;;;;;;
0154535ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X35;;;;;;;;;;;;
0154540ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X40;;;;;;;;;;;;
0154545ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X45;;;;;;;;;;;;
0154550ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X50;;;;;;;;;;;;
015455ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X55 KIFUTÓ MÉRET;;;;;;;;;;;;
0154560ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X60;;;;;;;;;;;;
0154570ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X70/42;;;;;;;;;;;;
0154580ZNS;FAFORGÁCSLAPCSAVAR JETTING 4.5X80/48;;;;;;;;;;;;
015460ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X60;;;;;;;;;;;;
015470ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X70/42;;;;;;;;;;;;
015480ZNS;FAFORGÁCSLAPCSAVAR JETTING 4X80/48;;;;;;;;;;;;
0155100ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X100/60;;;;;;;;;;;;
0155120ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X120/72;;;;;;;;;;;;
015530ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X30;;;;;;;;;;;;
015540ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X40;;;;;;;;;;;;
015550ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X50;;;;;;;;;;;;
015560ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X60;;;;;;;;;;;;
015570ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X70/42;;;;;;;;;;;;
015580ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X80/48;;;;;;;;;;;;
015590ZNS;FAFORGÁCSLAPCSAVAR JETTING 5X90/48;;;;;;;;;;;;
0156100ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X100/60;;;;;;;;;;;;
0156120ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X120/72;;;;;;;;;;;;
015630ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X30 KIFUTÓ MÉRET;;;;;;;;;;;;
015635ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X35 KIFUTÓ MÉRET;;;;;;;;;;;;
015640ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X40;;;;;;;;;;;;
015650ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X50;;;;;;;;;;;;
015660ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X60;;;;;;;;;;;;
015670ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X70/42;;;;;;;;;;;;
015680ZNS;FAFORGÁCSLAPCSAVAR JETTING 6X80/42;;;;;;;;;;;;
0254269212320;SF.TORX CSAVAR MŰANYAGHOZ WN5454 3X12 A2 EJOT ;;;;;;;;;;;;
02548160TKREJOT;TROMBITAFEJŰ KH.TETŐCSAVAR DABO TKR 4.8X160 EJOT;;;;;;;;;;;;
0254819A2JT44EJOT;HLF.ÖNFÚRÓ CSAVAR JT4-4 4.8X19 A2 EJOT ;;;;;;;;;;;;
0254819JF32HE14EJOT;HLF.ÖNFÚRÓ CSAVAR JF3-2H-4.8X19 E 14  EJOT ;;;;;;;;;;;;
0254819JT23BAUEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-4.8X19 BAU  EJOT ;;;;;;;;;;;;
0254819JT2HEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-2H-4.8X19/R 2.8;;;;;;;;;;-;;
0254825JT23EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-4.8X25  EJOT ;;;;;;;;;;;;
0254838JT23EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-4.8X38  EJOT ;;;;;;;;;;;;
025550JT33E16EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-3-5.5X50 E16  EJOT ;;;;;;;;;;;;
025550JT3E16EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X50 E16  EJOT ;;;;;;;;;;;;
025550LFTX25M;LENCSEFEJŰ TORX CSAVAR MŰANYAGHOZ WN1453 K50X50 T25;;;;;;;;;;;;
0255519A2JT46EJOT;HLF.ÖNFÚRÓ CSAVAR JT4-6-5.5X19 A2 EJOT ;;;;;;;;;;;;
0255522A2JT46EJOT;HLF.ÖNFÚRÓ CSAVAR JT4-6-5.5X22  A2 EJOT ;;;;;;;;;;;;
02555256JT3EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X25 V16 EJOT;;;;;;;;;;;;
0255525A2JT316EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X25 E16 A2 EJOT;;;;;;;;;;;;
0255525A2JT32HEJOT;HLF.ÖNFÚRÓ CSAVAR JT3-2H-PLUS-5.5X25 EJOT;;;;;;;;;;;;
0255525JT23HV16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3H 5.5X25 V16  EJOT ;;;;;;;;;;;;
0255525JT28EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-8-5.5X25  EJOT ;;;;;;;;;;;;
0255525JT28V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-8-5.5X25 V16  EJOT ;;;;;;;;;;;;
0255525JT2EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-5.5X25 EJOT ;;;;;;;;;;;;
0255525JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-5.5X25 V16  EJOT ;;;;;;;;;;;;
0255525JT3E16EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-3-5.5X25 E16 EJOT A2;;;;;;;;;;;;
0255530A2JT46EJOT;HLF.ÖNFÚRÓ CSAVAR JT4-6-5.5X30  A2 EJOT ;;;;;;;;;;;;
0255535A2JT32HEJOT;HLF.ÖNFÚRÓ CSAVAR JT3-2H-PLUS-5.5X35 EJOT;;;;;;;;;;;;
0255535A2JT3EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X35 A2 EJOT;;;;;;;;;;;;
0255535JT26V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-5.5X35 V16  EJOT ;;;;;;;;;;;;
0255535JT28V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-8-5.5X35 V16  EJOT ;;;;;;;;;;;;
0255535JT3E16EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X35 E16  EJOT ;;;;;;;;;;;;
0255536JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-12-5.5X35 V16  EJOT ;;;;;;;;;;;;
0255538JT23LSEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-5.5X38  LS  EJOT ;;;;;;;;;;;;
0255538JT23V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-5.5X38 V16  EJOT ;;;;;;;;;;;;
0255538JT23V16LSEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-5.5X38 V16 LS  EJOT ;;;;;;;;;;;;
0255538OHS55;ÖNFÚRÓ CSAVAR OPTICORE HS 5.5x38 EJOT;;;;;;;;;;;;
0255540JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-18-5.5X40 V16  EJOT ;;;;;;;;;;;;
0255540JT312EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-12 5.5X40 E16 EJOT;;;;;;;;;;;;
0255550A2JT3EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X50 A2 EJOT;;;;;;;;;;;;
0255550JT23V16LSEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-5.5X50 V16 LS  EJOT ;;;;;;;;;;;;
0255550JT3E16EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-3-5.5X50 E16 EJOT A2;;;;;;;;;;;;
0255567A2JT3D6HEJOT;HLF.ÖNFÚRÓ PANELCSAVAR EPDM ALÁTÉTTEL JT3-D-6H-5.5/6.3X67 E16 A2 EJOT;;;;;;;;;;;;
0255570A2JT3EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6 5.5X70 E16 A2 EJOT ;;;;;;;;;;;;
0255570JT23V16LSEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3-5.5X570 V16 LS  EJOT ;;;;;;;;;;;;
0255580WDHS;SF.KH.SZÁRNYAS ÖNFÚRÓ CSAVAR WDHS 5.5x80 EJOT;;;;;;;;;;;;
0255590A2JT3EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6-5.5X90 A2 EJOT;;;;;;;;;;;;
02563200BSREJOT;HLF.BETONCSAVAR BS-R-6.3X200 EJOT;;;;;;;;;;;;
0256320JZ5E16;HLF.ÖNMETSZŐ CSAVAR JZ5 6.3X20 E16 EJOT ;;;;;;;;;;;;
0256322JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-6.3X22 V16  EJOT ;;;;;;;;;;;;
0256325A2JT3EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-6 6.3X25 A2 EJOT ;;;;;;;;;;;;
0256325JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-6.3X25 V16  EJOT ;;;;;;;;;;;;
0256332JT23HEJOT;HLF.ÖNFÚRÓ CSAVAR JT2-3H-6.3X32  EJOT ;;;;;;;;;;;;
0256332JT2EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-6.3X32  EJOT ;;;;;;;;;;;;
0256332JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-6.3X32 V16  EJOT ;;;;;;;;;;;;
0256335JT212V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-12-6.3X35 V16  EJOT ;;;;;;;;;;;;
0256350JT212V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-12-6.3X50 V16  EJOT ;;;;;;;;;;;;
0256350JT2V16EJOT;HLF.ÖNFÚRÓ CSAVAR JT2-6-6.3X50 V16  EJOT ;;;;;;;;;;;;
0256565JT32E16EJOT;HLF.ÖNFÚRÓ CSAVAR JT3-2 6.5X65 E16 EJOT;;;;;;;;;;;;
025660JT2STEJOT;SF.ÖNFÚRÓ CSAVAR JT2-ST-2-6X60 EJOT;;;;;;;;;;;;
025680JT2STEJOT;SF.ÖNFÚRÓ CSAVAR JT2-ST-2-6X80 EJOT;;;;;;;;;;;;
0258748255460EJOT;SZIGETELÉS RÖGZÍTŐ DÜBEL H4 ECO 255 THR 8748255460 EJOT;;;;;;;;;;;;
025JC2KB14100EJOT;HLF.BETONCSAVAR JC2-KB PLUS 14X100/35 SW21 EJOT;;;;;;;;;;;;
025JC2KB14150EJOT;HLF.BETONCSAVAR JC2-KB PLUS 14X150/35 SW21 EJOT;;;;;;;;;;;;
025JT4FR44819A2EJOT;DF.TORX ÖNFÚRÓ CSAVAR JT4-FR-4-4.8X19 A2 EJOT;;;;;;;;;;;;
025JT4FR45519A2EJOT;DF.TORX ÖNFÚRÓ CSAVAR JT4-FR-4-5.5X19 A2 EJOT;;;;;;;;;;;;
0284525BIMA;HLF.HEGYES BIMETÁL SOROLÓ CSAVAR 4.5X25 EPDM ALÁTÉTTEL;;;;;;;;;;95052B245 25;;
02848191011FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL BARNÁS BÉZS RAL1011;;;;;;;;;;;;
02848191015FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL VILÁGOSCSONT RAL1015;11705048001900051015;11705048001900001015;52284;;;;;;;;;
02848191021FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL RÉPCE SÁRGA RAL1021;;11705048001900001021;50904;;;;;;;;;
02848192008FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL VILÁGOS NARANCS RAL 2008;;;;;;;;;;;;
02848193000FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL TŰZPIROS RAL3000;11705048001900001366;11705048001900001066;06207;;;;;;;;;
02848193001FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL SZIGNÁLVÖRÖS RAL3001;;;;;;;;;;;;
02848193005FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL BORVÖRÖS RAL3005;;11705048001900003005;6130344;;;;;;;;;
02848193009FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL OXIDVÖRÖS RAL3009;11705048001900053009;11705048001900001005;50905;;;;;;;;;
02848193011FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL BORDÓ RAL3011;11705048001900053011;11705048001900003011;06208;;;;;;;;;
02848193016FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL KORALLPIROS RAL3016;11705048001900053016;;-;;;;;;;;;
02848195002FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL ULTR.MAR.KÉK RAL5002;;;-;;;;;;;;;
02848195009FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL AZÚRKÉK RAL5009;;;;;;;;;;;;
02848195010FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL ENCIÁNKÉK RAL5010;11705048001900055010;11705048001900001010;51403;;;;;;;;;
02848195015FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL ÉG KÉK RAL5015;;;-;;;;;;;;;
02848195024FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL PASZTEL KÉK RAL5024;;;;;;;;;;;;
02848196003FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL OLIVAZÖLD RAL6003;;11705048001900006003;54947;;;;;;;;;
02848196005FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL MOHAZÖLD RAL6005;11705048001900056005;11705048001900006005;50374;;;;;;;;;
02848196011FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL REZEDAZÖLD RAL6011;11705048001900056011;11705048001900006011;50906;;;;;;;;;
02848196018FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL SÁRGÁSZÖLD RAL6018;;;;;;;;;;;;
02848196019FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL PASZTELZÖLD RAL6019;;;;;;;;;;;;
02848196020FűA;HLF.ÖNFÚRÓ CSAVAR FŰZŐ 4.8X19 EPDM ALÁTÉTTEL SÖTÉTZÖLD RAL6020;11705048001900056020;11705048001900006020;06209;;;;;;;;;
